1	-86.3006	32.3777
2	-90.1821	32.3038
3	-91.1874	30.4571
4	-97.7403	30.2747
5	-97.5033	35.4922
6	-105.94	35.6822
7	-112.097	33.4481
8	-119.766	39.1639
9	-121.494	38.5767
10	-157.857	21.3074
11	-134.42	58.3016
12	-122.905	47.0358
13	-123.03	44.9385
14	-116.2	43.6178
15	-112.018	46.5857
16	-111.888	40.7775
17	-104.985	39.7392
18	-104.82	41.1403
19	-100.783	46.8209
20	-100.346	44.367
21	-96.6997	40.8081
22	-95.678	39.0482
23	-93.6037	41.5911
24	-93.1022	44.9551
25	-89.3844	43.0747
26	-84.5553	42.7336
27	-86.1626	39.7686
28	-89.655	39.7984
29	-92.1729	38.5792
30	-92.289	34.7466
31	-86.7842	36.1658
32	-84.8754	38.1867
33	-82.9991	39.9613
34	-81.6123	38.3362
35	-76.8836	40.2644
36	-74.7699	40.2206
37	-73.7579	42.6528
38	-72.5805	44.2624
39	-71.538	43.2069
40	-69.7817	44.3072
41	-71.0637	42.3582
42	-71.415	41.8309
43	-72.6822	41.764
44	-75.5197	39.1573
45	-76.4909	38.9788
46	-77.4336	37.5389
47	-78.6391	35.7804
48	-81.0332	34.0003
49	-84.3882	33.749
50	-84.2813	30.4381
1	-86.3006	32.3777
